"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category"
"LSAPPLProtection",,"Enable LSA PPL Protection","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","RunAsPPL","REG_DWORD",,,,"2","2","2","Range(0, 2)","Range(1, 2)","Range(1, 2)","Range(1, 2)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"MachineInactivityLimit","AZ-WIN-73645","Interactive logon: Machine inactivity limit","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","InactivityTimeoutSecs","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/InteractiveLogon_MachineInactivityLimit","Integer","900","900","900","Range(0, 900)","Range(1, 900)","Range(1, 900)","Range(1, 900)","Important","Domain Controller, Member Server, Workgroup Member","Security Options"
"MaximumMachineAccountPasswordAge","CCE-37431-4","Domain member: Maximum machine account password age","HKLM:\SYSTEM\CurrentControlSet\Services\NetLogon\Parameters","MaximumPasswordAge","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/DomainMember_MaximumMachineAccountPasswordAge","Integer","30","30",,"Range(30, 10000)","Equals(30)","Equals(30)",,"Critical","Domain Controller, Member Server","Security Options"
"MessageTextUserLogon","AZ-WIN-202253","Interactive logon: Message text for users attempting to log on","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","LegalNoticeText","REG_SZ",,,,"This system is for authorized use only. Unauthorized access is prohibited and may be subject to criminal and civil penalties. By logging in, you acknowledge and consent to monitoring and recording for security and administrative purposes. If such monitoring reveals evidence of unauthorized activity, it may be provided to appropriate authorities","This system is for authorized use only. Unauthorized access is prohibited and may be subject to criminal and civil penalties. By logging in, you acknowledge and consent to monitoring and recording for security and administrative purposes. If such monitoring reveals evidence of unauthorized activity, it may be provided to appropriate authorities","This system is for authorized use only. Unauthorized access is prohibited and may be subject to criminal and civil penalties. By logging in, you acknowledge and consent to monitoring and recording for security and administrative purposes. If such monitoring reveals evidence of unauthorized activity, it may be provided to appropriate authorities",,"Not(OneOf(Equals(''), Equals(null)))","Not(OneOf(Equals(''), Equals(null)))","Not(OneOf(Equals(''), Equals(null)))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"MessageTextUserLogonTitle","AZ-WIN-20225","Interactive logon: Message title for users attempting to log on","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","LegalNoticeCaption","REG_SZ",,,,"Notice to Users: Authorized Access Only","Notice to Users: Authorized Access Only","Notice to Users: Authorized Access Only",,"Not(OneOf(Equals(''), Equals(null)))","Not(OneOf(Equals(''), Equals(null)))","Not(OneOf(Equals(''), Equals(null)))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"MinimumSessionSecurityForNTLMSSPBasedClients","CCE-37553-5","Network security: Minimum session security for NTLM SSP based (including secure RPC) clients","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0","NTLMMinClientSec","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients","Integer","537395200","537395200","537395200",,"Equals(537395200)","Equals(537395200)","Equals(537395200)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"MinimumSessionSecurityForNTLMSSPBasedServers","CCE-37835-6","Network security: Minimum session security for NTLM SSP based (including secure RPC) servers","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0","NTLMMinServerSec","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers","Integer","537395200","537395200","537395200",,"Equals(537395200)","Equals(537395200)","Equals(537395200)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"MinimumSMBClientVersion",,"Mandate the minimum version of SMB Client","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation","MinSmb2Dialect","REG_DWORD",,,,"768","768","768","OneOf(Equals(514),Equals(528),Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"MinimumSMBServerVersion",,"Mandate the minimum version of SMB Server","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanServer","MinSmb2Dialect","REG_DWORD",,,,"768","768","768","OneOf(Equals(514),Equals(528),Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","OneOf(Equals(768),Equals(770),Equals(785))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"MitigationOptionsFontBlocking",,"WindowsNT MitigationOptions MitigationOptions FontBocking","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\MitigationOptions","MitigationOptions_FontBocking","REG_SZ",,,,"1000000000000","1000000000000","1000000000000","OneOf(Equals('0'), Equals('1000000000000'))","Equals('1000000000000')","Equals('1000000000000')","Equals('1000000000000')","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"NetBTNodeTypeConfiguration","AZ-WIN-202211","NetBT NodeType configuration","HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters","NodeType","REG_DWORD",,,,"2","2",,"Range(1, 2)","Equals(2)","Equals(2)",,"Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"NetworkConnectionsNC_ShowSharedAccessUI","AZ-WIN-00172","Prohibit use of Internet Connection Sharing on your DNS domain network","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections","NC_ShowSharedAccessUI","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"NetworkProviderHardenedPathsNETLOGON","AZ-WIN-202250","Hardened UNC Paths - NETLOGON","HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths","\\*\NETLOGON","REG_SZ",,,,"RequireMutualAuthentication=1, RequireIntegrity=1","RequireMutualAuthentication=1, RequireIntegrity=1",,"ContainsAtMost('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1')","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))",,"Warning","Domain Controller, Member Server","Registry"
"NetworkProviderHardenedPathsSYSVOL","AZ-WIN-202251","Hardened UNC Paths - SYSVOL","HKLM:\SOFTWARE\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths","\\*\SYSVOL","REG_SZ",,,,"RequireMutualAuthentication=1, RequireIntegrity=1","RequireMutualAuthentication=1, RequireIntegrity=1",,"ContainsAtMost('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1')","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))","OneOf(Equals('RequireMutualAuthentication=1, RequireIntegrity=1'),Equals('RequireMutualAuthentication=1, RequireIntegrity=1, RequirePrivacy=1'))",,"Warning","Domain Controller, Member Server","Registry"
"NetworkSecurityForceLogoffWhenLogonHoursExpire",,"Network security: Force logoff when logon hours expire",,,,"./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_ForceLogoffWhenLogonHoursExpire","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations","CCE-37057-7","User Account Control: Only elevate UIAccess applications that are installed in secure locations","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","EnableSecureUIAPaths","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"OverrideMinimumEnabledDTLSVersionClient",,"Override Minimum Enabled DTLS Version Client",,,,"./Vendor/MSFT/Policy","Config/Cryptography/OverrideMinimumEnabledDTLSVersionClient","String","1.2","1.2","1.2","OneOf(Equals('1.0'),Equals('1.1'),Equals('1.2'))","Equals('1.2')","Equals('1.2')","Equals('1.2')","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"OverrideMinimumEnabledDTLSVersionServer",,"Override Minimum Enabled DTLS Version Server",,,,"./Vendor/MSFT/Policy","Config/Cryptography/OverrideMinimumEnabledDTLSVersionServer","String","1.2","1.2","1.2","OneOf(Equals('1.0'),Equals('1.1'),Equals('1.2'))","Equals('1.2')","Equals('1.2')","Equals('1.2')","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"OverrideMinimumEnabledTLSVersionClient",,"Override Minimum Enabled TLS Version Client",,,,"./Vendor/MSFT/Policy","Config/Cryptography/OverrideMinimumEnabledTLSVersionClient","String","1.2","1.2","1.2","OneOf(Equals('1.1'),Equals('1.1'),Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"OverrideMinimumEnabledTLSVersionServer",,"Override Minimum Enabled TLS Version Server",,,,"./Vendor/MSFT/Policy","Config/Cryptography/OverrideMinimumEnabledTLSVersionServer","String","1.2","1.2","1.2","OneOf(Equals('1.1'),Equals('1.1'),Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","OneOf(Equals('1.2'),Equals('1.3'))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"PowerShellExecutionPolicyEnableTranscripting","AZ-WIN-202208","Turn on PowerShell Transcription","HKLM:\SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription","EnableTranscripting","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"PreventUsersFromInstallingPrinterDriversWhenConnectingToSharedPrinters","CCE-37942-0","Devices: Prevent users from installing printer drivers","HKLM:\SYSTEM\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers","AddPrinterDrivers","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Devices_PreventUsersFromInstallingPrinterDriversWhenConnectingToSharedPrinters","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Security Options"
"PrintersRestrictDriverInstallationToAdministrators","AZ-WIN-202202","Limits print driver installation to Administrators","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint","RestrictDriverInstallationToAdministrators","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"PrivacyAllowInputPersonalization","AZ-WIN-00168","Allow Input Personalization","HKLM:\SOFTWARE\Policies\Microsoft\InputPersonalization","AllowInputPersonalization","REG_DWORD","./Vendor/MSFT/Policy","Config/Privacy/AllowInputPersonalization","Integer","0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"PromptUserToChangePasswordBeforeExpiration","CCE-10930-6","Interactive logon: Prompt user to change password before expiration","HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\WinLogon","PasswordExpiryWarning","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/InteractiveLogon_PromptUserToChangePasswordBeforeExpiration","Integer","14","14","14","Range(5, 14)","Range(5, 14)","Range(5, 14)","Range(5, 14)","Informational","Domain Controller, Member Server, Workgroup Member","Security Options"
"RDPPortNumber","AZ-WIN-00156","Detect change from default RDP port","HKLM:\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp","PortNumber","REG_DWORD",,,,"3389","3389","3389","Range(1024, 65535)","Equals(3389)","Equals(3389)","Equals(3389)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RecoveryConsoleAllowFloppyCopyAndAllDrives","AZ-WIN-00148","Recovery console: Allow floppy copy and access to all drives and all folders","HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Setup\RecoveryConsole","SetCommand","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/RecoveryConsole_AllowFloppyCopyAndAccessToAllDrivesAndAllFolders","Integer","0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"RefuseMachineAccountPasswordChanged",,"Domain controller: Refuse machine account password changes","HKLM:\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters","RefusePasswordChange","REG_DWORD",,,,"0",,,"Range(0, 1)","Equals(0)",,,"Critical","Domain Controller","Registry"
"RemoteAssistanceSolicitedRemoteAssistance","CCE-37281-3","Configure Solicited Remote Assistance","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fAllowToGetHelp","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteAssistanceUnsolicitedRemoteAssistance","CCE-36388-7","Configure Offer Remote Assistance","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fAllowUnsolicited","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteDesktopServicesClientConnectionEncryptionLevel","CCE-36627-8","Set client connection encryption level","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","MinEncryptionLevel","REG_DWORD",,,,"3","3","3","Range(1,4)","Range(3,4)","Range(3,4)","Range(3,4)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteDesktopServicesDoNotAllowDriveRedirection","AZ-WIN-73569","Do not allow drive redirection","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fDisableCdm","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteDesktopServicesDoNotAllowPasswordSaving","CCE-36223-6","Do not allow passwords to be saved","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","DisablePasswordSaving","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteDesktopServicesPromptForPasswordUponConnection","CCE-37929-7","Always prompt for password upon connection","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fPromptForPassword","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteDesktopServicesRequireSecureRPCCommunication","CCE-37567-5","Require secure RPC communication","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fEncryptRPCTraffic","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemotelyAccessibleRegistryPaths","CCE-37194-8","Network access: Remotely accessible registry paths","HKLM:\SYSTEM\CurrentControlSet\SecurePipeServers\WinReg\AllowedExactPaths","Machine","REG_MULTI_SZ","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_RemotelyAccessibleRegistryPaths","MultiString","System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion","System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion","System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion",,"OneOf(Equals('System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion'), Equals(''))","OneOf(Equals('System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion'), Equals(''))","OneOf(Equals('System\CurrentControlSet\Control\ProductOptions,System\CurrentControlSet\Control\Server Applications,Software\Microsoft\Windows NT\CurrentVersion'), Equals(''))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"RemotelyAccessibleRegistryPathsAndSubpaths","CCE-36347-3","Network access: Remotely accessible registry paths and sub-paths","HKLM:\SYSTEM\CurrentControlSet\SecurePipeServers\WinReg\AllowedPaths","Machine","REG_MULTI_SZ","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_RemotelyAccessibleRegistryPathsAndSubpaths","MultiString","System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog","System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog","System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog",,"OneOf(Equals('System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog'), Equals(''))","OneOf(Equals('System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog'), Equals(''))","OneOf(Equals('System\CurrentControlSet\Control\Print\Printers,System\CurrentControlSet\Services\Eventlog,Software\Microsoft\OLAP Server,Software\Microsoft\Windows NT\CurrentVersion\Print,Software\Microsoft\Windows NT\CurrentVersion\Windows,System\CurrentControlSet\Control\ContentIndex,System\CurrentControlSet\Control\Terminal Server,System\CurrentControlSet\Control\Terminal Server\UserConfig,System\CurrentControlSet\Control\Terminal Server\DefaultUserConfiguration,Software\Microsoft\Windows NT\CurrentVersion\Perflib,System\CurrentControlSet\Services\SysmonLog'), Equals(''))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"RemoteManagementAllowBasicAuthentication_Client","CCE-36254-1","Remote management (WinRM) Allow Basic authentication","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowBasic","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowBasicAuthentication_Service","AZ-WIN-73599","Remote management (WinRM) Allow Basic authentication - Service","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","AllowBasic","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowRemoteServerManagement",,"Allow remote server management through WinRM","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","AllowAutoConfig","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowRemoteServerManagement_IPv4Filter",,"Allow remote server management through WinRM-IPv4Filter","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","IPv4Filter","REG_SZ",,,,"*","*","*",,"ContainsAtLeast('*')","ContainsAtLeast('*')","ContainsAtLeast('*')","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowRemoteServerManagement_IPv6Filter",,"Allow remote server management through WinRM-IPv6Filter","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","IPv6Filter","REG_SZ",,,,"*","*","*",,"ContainsAtLeast('*')","ContainsAtLeast('*')","ContainsAtLeast('*')","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowUnencryptedTraffic_Client","CCE-38223-4","Remote management (WinRM) Allow unencrypted traffic","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowUnencryptedTraffic","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementAllowUnencryptedTraffic_Service","AZ-WIN-73601","Remote management (WinRM) Allow unencrypted traffic - Service","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","AllowUnencryptedTraffic","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementDisallowDigestAuthentication","CCE-38318-2","Remote management (WinRM) Disallow Digest authentication","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowDigest","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteManagementDisallowStoringOfRunAsCredentials","CCE-36000-8","Remote management (WinRM) Disallow WinRM from storing RunAs credentials","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","DisableRunAs","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"RemoteProcedureCallRestrictUnauthenticatedRPCClients","AZ-WIN-73541","Restrict Unauthenticated RPC clients","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Rpc","RestrictRemoteClients","REG_DWORD",,,,,"1","1","Range(0, 1)",,"Equals(1)","Equals(1)","Critical","Member Server, Workgroup Member","Registry"
"RenameAdministratorAccount","CCE-10976-9","Accounts: Rename administrator account",,,,"./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Accounts_RenameAdministratorAccount","String",,,,,"Not(Equals('Administrator'))","Not(Equals('Administrator'))","Not(Equals('Administrator'))","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"RenameGuestAccount","AZ-WIN-202255","Accounts: Rename guest account",,,,"./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Accounts_RenameGuestAccount","String",,,,,"Not(Equals('Guest'))","Not(Equals('Guest'))","Not(Equals('Guest'))","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"RequireCaseInsensitivityForNonWindowsSubsystems","CCE-37885-1","System objects: Require case insensitivity for non-Windows subsystems","HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Kernel","ObCaseInsensitive","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/SystemObjects_RequireCaseInsensitivityForNonWindowsSubsystems","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Security Options"
"RequireEncryption",,"Require Encryption","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation","RequireEncryption","REG_DWORD",,,,"0","0","0","Range(0, 1)","Range(0, 1)","Range(0, 1)","Range(0, 1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"RequireStrongSessionKey","CCE-37614-5","Domain member: Require strong (Windows 2000 or later) session key","HKLM:\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters","RequireStrongKey","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/DomainMember_RequireStrongSessionKey","Integer","1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Critical","Domain Controller, Member Server","Security Options"
"RestrictAnonymousAccessToNamedPipesAndShares","CCE-36021-4","Network access: Restrict anonymous access to Named Pipes and Shares","HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters","RestrictNullSessAccess","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_RestrictAnonymousAccessToNamedPipesAndShares","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"RestrictClientsAllowedToMakeRemoteCallsToSAM","AZ-WIN-00142","Network access: Restrict clients allowed to make remote calls to SAM","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","RestrictRemoteSAM","REG_SZ","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_RestrictClientsAllowedToMakeRemoteCallsToSAM","String",,"O:BAG:BAD:(A;;RC;;;BA)","O:BAG:BAD:(A;;RC;;;BA)",,,"OneOf(Equals('O:BAG:BAD:(A;;RC;;;BA)'), Equals(''))","OneOf(Equals('O:BAG:BAD:(A;;RC;;;BA)'), Equals(''))","Critical","Member Server, Workgroup Member","Security Options"
