"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"UACSecureDesktopOnPrompt","CCE-36866-2","User Account Control: Switch to the secure desktop when prompting for elevation","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","PromptOnSecureDesktop","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_SwitchToTheSecureDesktopWhenPromptingForElevation","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'User Account Control: Switch to the secure desktop when prompting for elevation' per security baseline requirements to enforce organizational security policy.","2.3.17.7","Not Mapped","NA","AC-2, AC-6","User Account Control control 'User Account Control: Switch to the secure desktop when prompting for elevation'. Maintains admin-approval elevation, secure-desktop prompting, installer detection, or token filtering that constrains silent privilege elevation by malware.","Low - Standard UAC posture; rarely affects well-behaved applications."
"UACVirtualizeWriteFailures","CCE-37064-3","User Account Control: Virtualize file and registry write failures to per-user locations","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","EnableVirtualization","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_VirtualizeFileAndRegistryWriteFailuresToPerUserLocations","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'User Account Control: Virtualize file and registry write failures to per-user locations' per security baseline requirements to enforce organizational security policy.","2.3.17.8","Not Mapped","WN25-SO-000450","SC-3","User Account Control control 'User Account Control: Virtualize file and registry write failures to per-user locations'. Maintains admin-approval elevation, secure-desktop prompting, installer detection, or token filtering that constrains silent privilege elevation by malware.","Low - Standard UAC posture; rarely affects well-behaved applications."
"UseAdminApprovalMode","CCE-36494-3","User Account Control: Admin Approval Mode for the Built-in Administrator account","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","FilterAdministratorToken","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_UseAdminApprovalMode","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'User Account Control: Admin Approval Mode for the Built-in Administrator account' per security baseline requirements to enforce organizational security policy.","2.3.17.1","Not Mapped","WN25-SO-000380","SC-11","User Account Control control 'User Account Control: Admin Approval Mode for the Built-in Administrator account'. Maintains admin-approval elevation, secure-desktop prompting, installer detection, or token filtering that constrains silent privilege elevation by malware.","Low - Standard UAC posture; rarely affects well-behaved applications."
"UserRightsAccessFromNetwork","CCE-35818-4","Access this computer from the network",,,,"./Vendor/MSFT/Policy","Config/UserRights/AccessFromNetwork","String","*S-1-5-11,*S-1-5-32-544,*S-1-5-9","*S-1-5-32-544,*S-1-5-11","*S-1-5-32-544,*S-1-5-11","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-9')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Controls which users and groups can connect to the computer over the network. Misconfiguration can expose the system to unauthorized remote access or break legitimate connectivity.","2.2.2","6.8 (IG3)","WN25-MS-000070","AC-3","User-rights assignment 'Access this computer from the network'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsActAsPartOfTheOperatingSystem","CCE-36876-1","Act as part of the operating system",,,,"./Vendor/MSFT/Policy","Config/UserRights/ActAsPartOfTheOperatingSystem","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Controls which accounts can act as part of the operating system (SeTcbPrivilege). This allows a process to impersonate any user without authentication, equivalent to SYSTEM-level access.","2.2.3","6.8 (IG3)","WN25-UR-000020","AC-6(10)","User-rights assignment 'Act as part of the operating system'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsAdjustMemoryQuotasForProcess","CCE-10849-8","Adjust memory quotas for a process",,,,"./Vendor/MSFT/Policy","Config/UserRights/AdjustMemoryQuotasForProcess","String","*S-1-5-32-544,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-19,*S-1-5-20","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Controls which accounts can adjust memory quotas for processes (SeIncreaseQuotaPrivilege). Misuse can cause denial of service by starving critical system processes of resources.","2.2.4","6.8 (IG3)","NA","AC-6","User-rights assignment 'Adjust memory quotas for a process'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsAllowLocalLogOn","CCE-37659-0","Allow log on locally",,,,"./Vendor/MSFT/Policy","Config/UserRights/AllowLocalLogOn","String","*S-1-5-32-544,*S-1-5-9","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-9')","ContainsAtMost('*S-1-5-32-544')","ContainsAtMost('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Controls the 'Allow log on locally' right, limiting it to authorized accounts to reduce attack surface.","2.2.7","6.8 (IG3)","NA","AC-2, AC-6","User-rights assignment 'Allow log on locally'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsAllowLogOnThroughRemoteDesktop","CCE-37072-6","Allow log on through Remote Desktop Services",,,,"./Vendor/MSFT/Policy","Config/UserRights/AllowLogOnThroughRemoteDesktop","String","*S-1-5-32-544","*S-1-5-32-544,*S-1-5-32-555","*S-1-5-32-544,*S-1-5-32-555","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Controls the 'Allow log on through Remote Desktop Services' right, limiting it to authorized accounts to reduce attack surface.","2.2.9","6.8 (IG3)","WN25-DC-000360","AC-3","User-rights assignment 'Allow log on through Remote Desktop Services'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsBackupFilesAndDirectories","CCE-35912-5","Back up files and directories",,,,"./Vendor/MSFT/Policy","Config/UserRights/BackupFilesAndDirectories","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Back up files and directories' per security baseline requirements to enforce organizational security policy.","2.2.11","6.8 (IG3)","WN25-UR-000040","AC-6(10)","User-rights assignment 'Back up files and directories'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsBypassTraverseChecking","AZ-WIN-00184","Bypass traverse checking",,,,"./Vendor/MSFT/Policy","Config/UserRights/BypassTraverseChecking","String",,"*S-1-5-32-544,*S-1-5-11,*S-1-5-32-551,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-11,*S-1-5-32-551,*S-1-5-19,*S-1-5-20","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-32-551', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-32-551', '*S-1-5-19', '*S-1-5-20')","Critical","Member Server, Workgroup Member","Security Policy","Configures 'Bypass traverse checking' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-2, CM-6","User-rights assignment 'Bypass traverse checking'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsChangeSystemTime","CCE-37452-0","Change the system time",,,,"./Vendor/MSFT/Policy","Config/UserRights/ChangeSystemTime","String","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Change the system time' per security baseline requirements to enforce organizational security policy.","2.2.12","6.8 (IG3)","NA","AU-8","User-rights assignment 'Change the system time'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsChangeTimeZone","CCE-37700-2","Change the time zone",,,,"./Vendor/MSFT/Policy","Config/UserRights/ChangeTimeZone","String","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Change the time zone' per security baseline requirements to enforce organizational security policy.","2.2.13","6.8 (IG3)","NA","AU-8, CM-6, SI-3","User-rights assignment 'Change the time zone'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCreateGlobalObjects","CCE-37453-8","Create global objects",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateGlobalObjects","String","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Create global objects' per security baseline requirements to enforce organizational security policy.","2.2.15","6.8 (IG3)","WN25-UR-000070","AC-6(10)","User-rights assignment 'Create global objects'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCreatePageFile","CCE-35821-8","Create a pagefile",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreatePageFile","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Create a pagefile' per security baseline requirements to enforce organizational security policy.","2.2.13","6.8 (IG3)","NA","AC-2, CM-6","User-rights assignment 'Create a pagefile'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCreatePermanentSharedObjects","CCE-36532-0","Create permanent shared objects",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreatePermanentSharedObjects","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Create permanent shared objects' per security baseline requirements to enforce organizational security policy.","2.2.16","6.8 (IG3)","WN25-UR-000080","AC-6(10)","User-rights assignment 'Create permanent shared objects'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCreateSymbolicLinks","CCE-35823-4","Create symbolic links",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateSymbolicLinks","String","*S-1-5-32-544","*S-1-5-32-544,*S-1-5-83-0","*S-1-5-32-544,*S-1-5-83-0","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-83-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-83-0')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Create symbolic links' per security baseline requirements to enforce organizational security policy.","2.2.17","6.8 (IG3)","WN25-UR-000090","AC-6(10)","User-rights assignment 'Create symbolic links'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCreateToken","CCE-36861-3","Create a token object",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateToken","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Create a token object' per security baseline requirements to enforce organizational security policy.","2.2.14","6.8 (IG3)","WN25-UR-000060","AC-6(10)","User-rights assignment 'Create a token object'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsCredManagerTrusted","CCE-37056-9","Access Credential Manager as a trusted caller",,,,"./Vendor/MSFT/Policy","Config/UserRights/AccessCredentialManagerAsTrustedCaller","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts which accounts can access Credential Manager as a trusted caller. Only Winlogon should have this privilege; granting it to other accounts allows retrieval of stored credentials.","2.2.1","6.8 (IG3)","WN25-UR-000010","AC-6(10)","User-rights assignment 'Access Credential Manager as a trusted caller'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDebugPrograms","AZ-WIN-73755","Debug programs",,,,"./Vendor/MSFT/Policy","Config/UserRights/DebugPrograms","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Debug programs' per security baseline requirements to enforce organizational security policy.","2.2.19","6.8 (IG3)","NA","AC-6, CM-6","User-rights assignment 'Debug programs'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDenyAccessFromNetwork","CCE-37954-5","Deny access to this computer from the network",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyAccessFromNetwork","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts the 'Deny access to this computer from the network' right to prevent unauthorized access or privilege escalation.","2.2.20","6.8 (IG3)","WN25-DC-000370","AC-3","User-rights assignment 'Deny access to this computer from the network'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDenyLocalLogOn","CCE-37146-8","Deny log on locally",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLocalLogOn","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts the 'Deny log on locally' right to prevent unauthorized access or privilege escalation.","2.2.24","6.8 (IG3)","NA","AC-2, AC-6","User-rights assignment 'Deny log on locally'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDenyLogOnAsBatchJob","CCE-36923-1","Deny log on as a batch job",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLogOnAsBatchJob","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts the 'Deny log on as a batch job' right to prevent unauthorized access or privilege escalation.","2.2.22","6.8 (IG3)","NA","AC-2, AC-6","User-rights assignment 'Deny log on as a batch job'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDenyLogOnAsService","CCE-36877-9","Deny log on as a service",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLogOnAsService","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts the 'Deny log on as a service' right to prevent unauthorized access or privilege escalation.","2.2.23","6.8 (IG3)","NA","AC-2, AC-6, CM-6, CM-7","User-rights assignment 'Deny log on as a service'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsDenyRemoteDesktopServicesLogOn","CCE-36867-0","Deny log on through Remote Desktop Services",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyRemoteDesktopServicesLogOn","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Restricts the 'Deny log on through Remote Desktop Services' right to prevent unauthorized access or privilege escalation.","2.2.25","6.8 (IG3)","WN25-DC-000410","AC-17(1)","User-rights assignment 'Deny log on through Remote Desktop Services'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsEnableDelegation","CCE-36860-5","Enable computer and user accounts to be trusted for delegation",,,,"./Vendor/MSFT/Policy","Config/UserRights/EnableDelegation","String","*S-1-5-32-544","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsExactly('*S-1-5-32-544')","Equals('')","Equals('')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Enable computer and user accounts to be trusted for delegation' per security baseline requirements to enforce organizational security policy.","2.2.27","6.8 (IG3)","WN25-DC-000420","AC-6(10)","User-rights assignment 'Enable computer and user accounts to be trusted for delegation'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsGenerateSecurityAudits","CCE-37639-2","Generate security audits",,,,"./Vendor/MSFT/Policy","Config/UserRights/GenerateSecurityAudits","String","*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Generate security audits' per security baseline requirements to enforce organizational security policy.","2.2.30","6.8 (IG3)","WN25-UR-000120","AC-6(10)","User-rights assignment 'Generate security audits'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsIncreaseProcessWorkingSet","AZ-WIN-00185","Increase a process working set",,,,"./Vendor/MSFT/Policy","Config/UserRights/IncreaseProcessWorkingSet","String",,"*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","Warning","Member Server, Workgroup Member","Security Policy","Configures 'Increase a process working set' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-2, CM-6","User-rights assignment 'Increase a process working set'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsIncreaseSchedulingPriority","CCE-38326-6","Increase scheduling priority",,,,"./Vendor/MSFT/Policy","Config/UserRights/IncreaseSchedulingPriority","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Increase scheduling priority' per security baseline requirements to enforce organizational security policy.","2.2.33","6.8 (IG3)","WN25-UR-000140","AC-6(10)","User-rights assignment 'Increase scheduling priority'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsLoadUnloadDeviceDrivers","CCE-36318-4","Load and unload device drivers",,,,"./Vendor/MSFT/Policy","Config/UserRights/LoadUnloadDeviceDrivers","String","*S-1-5-32-544,*S-1-5-32-550","*S-1-5-32-544","*S-1-5-32-544","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-550')","ContainsAtMost('*S-1-5-32-544')","ContainsAtMost('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Load and unload device drivers' per security baseline requirements to enforce organizational security policy.","2.2.34","6.8 (IG3)","WN25-UR-000150","AC-6(10)","User-rights assignment 'Load and unload device drivers'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"UserRightsLockMemory","CCE-36495-0","Lock pages in memory",,,,"./Vendor/MSFT/Policy","Config/UserRights/LockMemory","String","''","''","''","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Lock pages in memory' per security baseline requirements to enforce organizational security policy.","2.2.35","6.8 (IG3)","WN25-UR-000160","AC-6(10), SI-16","User-rights assignment 'Lock pages in memory'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
